case_id,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,IL25,PSMC1,NRP1,IL31,S1PR1,LCP2,CYLD,KIR3DL1,JAK2,NR3C1,S100Z,ANOS1,PLXNC1,IL5RA,APOBEC3C,TLR1,GPHA2,STAT3
TCGA-AA-3518,0.062707231,0,0.070382303,0.062141012,0,0.237242181,0.004141738,0.016597179,0.042273835,0,0.003861135,0.044618109,0,0.201904839,0.082312963,0.119655435,0,0,0,0.045234425,0,0.006927616,0.671409928,3.218634673,3.261449945,0.671409928,3.35266937,3.61586886,3.215867123,0.899230688,4.182960701,2.124837005,0.671409928,1.687551342,2.457495192,0.773949145,6.41050355,2.146271954,0.671409928,6.243214742
TCGA-AA-3522,0.05414949,0,0.134316053,0.054216612,0,0.290762279,0,0.057860964,0.042883298,0,0,0.018352604,0,0.033980023,0.053076515,0.080508155,0.093577405,0.003880838,0.056548567,0,0.025887196,0,0.925047017,3.701334008,2.657223804,0.738124032,2.921023504,2.757554104,3.282093477,0.738124032,3.790275223,2.696565109,0.93367949,2.140791861,2.120297669,0.837930072,4.911622648,1.908656505,1.232208617,6.28771928
TCGA-AA-3524,0.012730187,0,0.101882434,0.0908091,0,0.264077836,0.11988854,0,0,0,0,0.028758569,0,0.045739547,0.03336257,0.173278964,0.026051486,0.005575839,0,0.044187368,0.040182108,0.013475452,0.740542946,3.847471443,2.513890334,0.740542946,2.956226512,2.689282076,2.353690772,0.964095388,2.881903796,2.180859687,0.740542946,2.812935541,2.301844836,0.888836306,3.126198722,1.776413289,0.740542946,6.087623895
TCGA-AA-3526,0.021590907,0,0,0.184311017,0,0.048217175,0.077376038,0.105466355,0.01157241,0,0,0.016485973,0,0.139336722,0.141688776,0.130011089,0.01204336,0,0,0.07131955,0.040580628,0,0.73330396,4.209857366,3.102957773,0.689606868,3.267090804,3.647938061,3.219896895,0.752246558,3.501486398,2.557160997,0.720315449,3.223675444,2.368781112,0.770024812,5.94358706,2.193153546,0.689606868,6.353228727
TCGA-AA-3527,0.043508925,0,0,0.164721148,0,0,0.041175534,0.033716912,0.045542608,0,0.012180911,0.014933172,0,0.446765826,0.081719492,0.077390003,0.021487006,0,0.016858463,0,0,0,0.711068238,2.393969588,2.118917811,0.711068238,2.767538705,1.906634303,2.142647021,0.840642416,1.456121376,1.467333401,0.711068238,1.587865456,1.375782256,0.786878114,4.503640229,0.896819846,0.843494625,5.576747573
TCGA-AA-3529,0,0.006264395,0.016700305,0.051405827,0,0.198779026,0.095879488,0,0.012676806,0,0.011858432,0,0,0.251847434,0.033173647,0.098424685,0.014950454,0,0.125543966,0.020268248,0.055216403,0.007010886,0.775099106,3.603688852,2.587089577,0.775099106,3.030636699,2.599595702,2.73131861,0.775099106,2.491773999,2.095687411,0.775099106,2.050491099,2.066993531,0.955056259,7.768261007,1.548188357,2.141426692,6.221286508
TCGA-AA-3532,0.066666927,0,0.10637755,0.019885383,0,0.136093388,0.090941169,0.02569681,0.014451226,0,0,0.022162204,0,0.093529858,0.123471219,0.190913374,0.047851336,0,0.061395064,0,0,0.000564491,0.721421436,3.787156067,3.748880205,0.721421436,3.88500325,3.963215562,3.785595869,0.802926459,3.508299619,3.060867285,1.047503124,2.89046003,3.319268169,1.058033435,4.857974763,2.787358339,0.721421436,6.966473604
TCGA-AA-3543,0.001509825,0,0.020362202,0.303772645,0,0.08052382,0.095946072,0.049071656,0.053811045,0,0.043992832,0.003642775,0.007299423,0.07377709,0.122093463,0.098453763,0.012146877,0,0.027702093,0,0,0.005894419,0.705403567,2.992006201,3.33134965,0.705403567,3.174492456,4.147771993,3.34081715,0.889596199,4.346084182,2.551429047,0.77512935,2.430626438,2.928776688,0.865395228,6.11284402,2.175731034,0.705403567,6.268259579
TCGA-AA-3544,0.02604047,0,0.005902762,0.092894307,0,0,0.021724614,0.008334549,0.037199385,0.019734601,0,0.063002227,0,0.373228533,0.104123898,0.154498515,0.013202311,0,0.074225045,0,0,0.005888782,0.584341497,3.029993522,3.639781167,0.584341497,3.884819334,3.610591989,2.605880921,1.009794357,2.567496006,2.328477615,0.736018011,1.411761876,2.197636453,0.823759606,4.576455855,1.936196728,0.584341497,6.209421992
TCGA-AA-3552,0.019431601,0,0.140456252,0.130125038,0,0.13561233,0.006832073,0.010992363,0.104600738,0,0.001166072,0.027007262,0.041420733,0.06408789,0.09361525,0.153265356,0.044116819,0,0.027270225,0,0,0,0.619437362,3.098627043,3.095469027,0.619437362,3.752068819,3.37902317,3.318483429,0.672065262,2.654357346,2.468110573,1.024578444,0.977033505,2.45686881,0.619437362,5.012327627,2.014384961,0.619437362,6.621919816
TCGA-AA-3555,0.039500232,0,0,0,0,0.187446038,0,0.016427086,0,0,0.010423178,0.019499351,0,0.187421997,0.100098564,0.119554074,0,0.02102142,0,0.146091462,0.009995634,0.142520963,0.909610975,3.742423639,4.049675631,0.909610975,4.01621022,4.657129425,3.33675906,0.909610975,4.060873307,2.712955407,0.909610975,3.296546601,3.453382998,0.959346394,3.803942941,2.779251058,1.131999431,6.629590581
TCGA-AA-3655,0.034297651,0,0.065048341,0.018559705,0,0.307014604,0,0,0.088284717,0,0.020142968,0,0,0.198789991,0.083477995,0.14499811,0.007478214,0.012649623,0.009449257,0.009808824,0,0,0.781908707,3.715773631,3.822250599,0.856078626,3.588094985,3.264415761,3.265933377,0.781908707,3.758807525,2.539534515,0.883854606,3.048397834,2.983035654,0.833112729,6.718099517,1.952743665,0.781908707,6.450853241
TCGA-AA-3664,0.03345468,0,0.033052727,0.060124379,0,0.226179898,0.023222658,0.118062786,0.002275065,0,0,0.031748084,0,0.195803629,0.102452219,0.130793386,0,0,0.035731099,0,0,0.00709939,0.56328551,3.192099692,3.109904428,0.56328551,2.697186327,2.993576137,3.481936596,0.56328551,4.071531596,2.208346136,0.762350745,1.657526986,2.530251167,0.594541964,4.948905949,1.554685269,0.772555447,6.090318301
TCGA-AA-3667,0.014910717,0,0.098850311,0.103441231,0,0.116074075,0.010524021,0.015126573,0.091149683,0,0.016652152,0.002734524,0,0.19951571,0.039000434,0.147889739,0.007239321,0,0,0.093322829,0,0.04356868,0.501052696,1.875886979,2.035314648,0.501052696,2.139772531,2.634587946,1.774783408,0.501052696,1.15537696,1.213630341,0.501052696,0.939571464,1.541566576,0.568664651,4.496159442,0.856422428,0.501052696,5.343478473
TCGA-AA-3675,0.036563867,0,0.026960127,0.033885424,0,0.274798577,0.084691078,0.024246046,0.009321555,0,0.016516416,0,0.012037139,0.132218552,0.036546516,0.159859233,0.012411475,0.044431194,0,0.05073661,0.043847264,0.000928926,0.747267033,3.442464027,2.649956545,0.747267033,3.067801389,2.865457294,2.792250001,0.747267033,2.975810546,2.125541036,0.852476642,3.881947984,1.967997419,0.794939118,6.043466715,1.607150732,0.747267033,6.490584875
TCGA-AA-3680,0.037726791,0,0.130835696,0.068786386,0,0.336210264,0,0.040551987,0.021426991,0,0,0.048855281,0.018983682,0.067158235,0.033409175,0.124467554,0.000749748,0,0.04350695,0,0.027331259,0,0.742551671,3.41422322,3.253310586,1.086455638,3.513191727,3.232859422,3.52097264,0.742551671,3.850723816,3.11143342,0.742551671,1.237674962,2.829627478,0.845197414,4.779417698,2.975975319,0.742551671,6.897708292
TCGA-AA-3685,0.004926702,0,0.14174723,0.010497467,0,0.123561199,0.083580897,0.03905766,0.008198593,0.016891615,0,0.029580384,0,0.169096601,0.191650837,0.0815677,0.018149653,0,0.056298424,0,0.025195037,0,0.642226005,3.561983674,2.596429761,0.642226005,3.070615525,3.433982575,2.755128267,0.66253958,2.849112366,2.380977415,0.783815613,1.952814503,2.302274739,0.784706259,5.129093519,2.120494379,0.642226005,5.457820901
TCGA-AA-3710,0,0,0.033804405,0.252754396,0,0,0.124607193,0.061088982,0,0.012705373,0,0.015432623,0,0.101626717,0.121685075,0.130871017,0.012955649,0,0.028652789,0,0,0.103815781,0.760355787,3.693447195,4.438560685,0.760355787,3.953126284,5.385899825,3.880767451,0.760355787,4.987803458,3.149210988,0.91779522,2.546245264,3.58269355,0.784773013,6.705317747,3.72501835,0.760355787,6.715879232
TCGA-AA-3712,0.002950493,0,0.023353281,0.098523313,0,0.11412821,0.12974074,0.017440325,0,0,0.028855203,0.02613822,0,0.230303741,0.108083394,0.162988879,0.011493821,0,0.038533165,0,0,0.007467216,0.831428003,3.424878827,3.822830302,0.831428003,4.096287765,3.350304514,3.599533546,0.831428003,2.88752107,2.725673812,0.945337104,3.568384364,2.543899647,0.86609911,4.060121424,1.745970178,0.831428003,6.755357283
TCGA-AA-3713,0.018467736,0,0.125800434,0.027357929,0,0.27775577,0.023486457,0,0.0045965,0,0.036171692,0.031604935,0,0.118669128,0.057392772,0.179187197,0.015699616,0,0,0.018336901,0.065472933,0,0.848656485,3.562654883,3.900935338,0.848656485,3.968483412,4.12883187,3.875460085,0.887830683,4.457402579,2.948930438,0.986273243,2.407860661,3.084629181,1.084738496,4.642211989,2.576124788,0.965658496,7.113182032
TCGA-AA-3715,0.085328984,0,0.023940725,0.115671053,0,0.075554585,0,0.027050551,0.040052024,0,0.010903183,0.047960218,0,0.266412477,0.060112918,0.132187464,0,0,0,0.095689585,0,0.019136234,0.762782443,2.888718485,4.58048387,0.762782443,3.550784434,4.35632864,2.809162442,1.059037315,2.703902279,2.131365199,0.942444392,2.256796962,3.083844083,0.762782443,7.753870905,2.233389586,0.762782443,6.56536498
TCGA-AA-3812,0.003417042,0,0.032286585,0.051521751,0,0.033078457,0,0.014441394,0.093702936,0,0,0.008259166,0,0.625794348,0.018160268,0.045569313,0.023571121,0,0,0.050197618,0,0,0.658302323,2.219008474,2.794302037,0.658302323,3.539885507,2.554212144,2.153575973,0.658302323,1.34663095,1.907450174,0.658302323,1.843643314,1.586992363,0.658302323,5.568917953,1.151498334,0.658302323,6.216774467
TCGA-AA-3815,0.062558482,0,0,0.175867985,0,0.141701612,0.109551637,0.031265439,0.024687008,0,0,0.045133518,0,0.123455704,0.099493219,0.136896107,0.005298918,0.005006555,0.039083817,0,0,0,0.702288916,3.467334336,3.506071841,0.702288916,3.666115163,4.266403888,3.906400829,0.702288916,4.981959293,2.611369975,0.702288916,1.906018807,3.164523982,0.747241763,6.367295606,2.614424454,0.702288916,7.336581302
TCGA-AA-3837,0.063340652,0,0.145483989,0.104459016,0,0.219138355,0.078010763,0,0.056232994,0,0.004496752,0.03006803,0.025635962,0.04845477,0.071184176,0.063788516,0.063083107,0,0.026622918,0,0,0,0.646775277,3.229966504,2.737442432,0.646775277,3.441673521,2.014140863,2.316370842,0.646775277,2.918001329,2.002826436,0.646775277,2.210349605,2.226761429,0.646775277,5.395900813,1.547927863,0.646775277,6.393209517
TCGA-AA-3844,0.015092112,0,0,0.013543997,0,0.422577529,0.084128405,0.051816178,0.004918249,0.006152314,0.039099301,0,0,0.103162315,0.029910443,0.085971345,0.027753288,0.037918837,0,0.077955689,0,0,0.570044852,3.201313073,2.666813382,0.570044852,3.201537993,2.894584169,3.182189248,0.570044852,3.629120079,2.112025482,0.636973748,1.513916832,1.670962773,0.590185439,4.811244526,1.331866079,0.570044852,5.969982901
TCGA-AA-3845,0.023771651,0,0.147559435,0.103587347,0,0.123909812,0.130236445,0.025704096,0,0,0.037840209,0.018597047,0,0.106339971,0.074210736,0.104155719,0,0.022120558,0.020134655,0,0.042013895,0.019818423,0.830483289,3.858315701,4.226663882,0.830483289,3.880819202,4.28971213,3.569263662,0.98704282,4.303195896,3.258221927,0.830483289,2.642867327,3.053387365,1.008876592,7.50505467,2.541863657,0.990456821,6.446932152
TCGA-AA-3848,0.025690164,0,0.066642328,0.019948989,0,0.158393266,0.104109074,0,0.058697368,0,0.002728597,0.021172479,0,0.29863334,0.067570263,0.108865757,0.03602015,0,0.024330519,0,0.007197706,0,0.533349167,2.39759277,2.285838306,0.533349167,2.866989288,1.743314013,2.139130778,0.533349167,1.740512742,1.329614988,0.723806558,1.00495327,1.585630524,0.533349167,4.526397591,0.576558482,0.533349167,5.656188341
TCGA-AA-3854,0.028079284,0,0.07481194,0.062443977,0,0.280981167,0.01956073,0,0.028907968,0,0.026166522,0.019461959,0.009007373,0.106742505,0.037264174,0.196565391,0.037991525,0.002894352,0,0.017285679,0.032983044,0.01885241,0.586259867,2.917505893,2.560924265,0.586259867,2.450423424,2.564843581,2.634385823,0.586259867,3.909374523,1.640777754,0.69120751,1.309774044,2.058532388,0.633810875,4.078735817,2.254502464,0.586259867,6.402778682
TCGA-AA-3856,0.024559718,0,0.085235263,0.087303204,0,0.167099903,0.048349648,0.009890647,0.066854437,0,0.00031704,0.001278623,0,0.188101735,0.07855817,0.131193185,0.055611087,0,0.040321356,0,0.015325983,0,0.63744117,3.314681031,2.811283695,0.63744117,3.497964241,3.679157612,3.140638757,0.63744117,3.344156923,2.448943438,0.739335098,1.378734871,2.691577672,0.970857346,5.475621478,1.958074528,0.63744117,6.801403953
TCGA-AA-3858,0.027165893,0,0.144293782,0.093774509,0,0.144833355,0,0.051352467,0.066272994,0,0.006232883,0.016482287,0,0.154880973,0.064644721,0.108411921,0.074801742,0,0.033974122,0,0.00667822,0.006200132,0.690928237,3.175685601,2.895654304,0.690928237,3.742787536,2.998079272,2.264248177,0.73792359,2.430230258,2.184555385,0.88561469,2.376482718,2.020520654,0.770946334,4.148328686,1.478572159,0.690928237,6.193929615
TCGA-AA-3861,0,0,0.357583641,0.054174462,0,0.280662177,0,0.075958887,0.026387406,0,0,0.009812053,0.006498698,0.04256005,0.068653152,0.043424946,0.025628354,0.001432981,0,0.007223193,0,0,0.677170028,3.217808378,2.567959113,0.677170028,3.062446985,2.927910331,3.101243443,0.735312821,3.563623407,2.316537423,0.677170028,1.013111928,2.105007657,0.751847454,6.023824167,1.981100604,0.677170028,6.244237175
TCGA-AA-3862,0.009567196,0,0.038617348,0.17183784,0,0.15650412,0.101955578,0.0358915,0.053321066,0,0.013663881,0,0,0.121590962,0.077735588,0.109143625,0.005607497,0.000508398,0.008861886,0.012192047,0.06297495,0.020026519,0.560598238,2.935859027,2.639533189,0.560598238,3.125090061,3.375726034,3.215644091,0.560598238,3.733159358,2.614042572,0.560598238,1.763803279,2.315490014,0.588528723,4.04730283,1.767677205,0.560598238,5.683728041
TCGA-AA-3866,0.035119986,0,0.017146648,0.008573496,0,0.204416331,0.048972443,0.015216216,0.028512612,0,0.033858319,0,0,0.2625302,0.074672115,0.202452749,0.02804994,0,0,0.01492492,0,0.025554024,0.797846053,3.774624289,4.357009153,0.797846053,4.333986258,4.634503816,3.796865769,0.797846053,4.14940739,3.432719005,1.216914144,3.00821559,3.619858243,1.252709642,5.155321065,3.33722029,0.797846053,6.965505046
TCGA-AA-3869,0.022211455,0,0,0.000909526,0,0.12603339,0.082333566,0,0.008446713,0.008516581,0.035407925,0,0,0.311212334,0.105222962,0.16977236,0.014577199,0,0,0.058367812,0,0.056988177,0.678273505,3.400657337,4.276364963,0.678273505,3.845071203,3.878785705,3.180914204,0.678273505,3.955611423,2.583833899,0.739983741,3.04752835,2.816756417,0.78613695,4.636699362,2.448149317,0.678273505,6.798089478
TCGA-AA-3872,0.036607052,0,0.00637938,0.05189668,0,0.138976222,0,0.015375921,0.038298291,0,0,0.014561333,0,0.323066515,0.080423552,0.104968641,0.034799468,0,0,0.154646946,0,0,0.750475301,3.339768038,4.287995522,0.750475301,4.912851483,3.483070997,3.496483586,0.823168847,2.556527088,3.351712554,1.043835426,2.56713808,3.027688224,0.858679316,5.294761605,2.458446172,1.147964614,6.138523594
TCGA-AA-3875,0.078678634,0,0.129278041,0.080644807,0,0.109904211,0.007205225,0.04140184,0.021742797,0,0,0.020173338,0,0.065299613,0.060415606,0.115140957,0.060094945,0.014481055,0.005014162,0.012193667,0.063671023,0.11466008,0.571910347,3.083162294,2.895764019,0.571910347,2.962044213,3.78269194,3.236565663,0.571910347,3.549418885,2.642029659,0.747539463,2.01562509,2.807582271,0.703918106,4.836623613,2.324922623,0.571910347,6.016263347
TCGA-AA-3877,0.033938537,0,0.006236881,0.055502248,0,0.232477252,0.023905884,0.069177433,0.003161495,0,0.019235906,0.015145056,0,0.115452208,0.103439589,0.123425004,0.028139442,0,0.005337926,0,0.035498493,0.129926645,0.658779337,3.506841164,4.269091038,0.658779337,4.252978158,4.102322869,3.449415022,0.658779337,4.156857582,2.712418986,0.789884848,2.713195114,3.308114277,1.000842026,6.454570697,2.856208206,0.796770724,6.414260894
TCGA-AA-3930,0.014716564,0,0.069960814,0.086794251,0,0.140882363,0.02483344,0.02086079,0.018686841,0,0,0.03141681,0.010612335,0.145131835,0.06072227,0.156793582,0.03788364,0.002475359,0.047787157,0,0.035797779,0.09464417,0.702212657,3.07315528,3.454430735,0.702212657,3.863178654,4.112669096,2.973473973,0.829589067,3.945076089,2.640137024,1.384015232,2.349932399,3.010638774,0.785760943,3.858089447,2.228281168,0.702212657,6.548530953
TCGA-AA-3939,0.107621303,0,0.159391428,0.057441547,0,0.15154656,0.065408278,0.088623756,0,0,0,0.009460436,0.010295531,0.089320432,0.028663792,0.136823277,0.038358856,0,0,0.049942812,0.007101993,0,0.590961722,2.964333198,2.500201804,0.590961722,3.010102536,2.914719724,2.877870067,0.590961722,2.884307484,2.444517509,0.590961722,2.681258964,2.144637175,0.636214921,5.632781176,1.372355346,0.590961722,5.665465445
TCGA-AA-3947,0.055272302,0,0,0.005520567,0,0.308373311,0.027095129,0.002157914,0,0,0,0.025957197,0,0.055275832,0.11011086,0.201870943,0.028539767,0.007725707,0,0.055095073,0.035995029,0.081010369,0.674487059,4.054822261,4.302041138,0.674487059,3.84752876,4.517690673,3.25533442,0.674487059,3.685521764,3.035111475,0.814144282,5.659100105,3.123271745,0.758803338,4.17146064,3.159525337,0.674487059,6.017112203
TCGA-AA-3949,0.028159385,0,0.072465283,0.181295097,0,0.060475262,0.100699383,0.008918214,0.00468387,0,0,0.0521025,0,0.06255708,0.111486986,0.146072796,0.053373566,0,0.019004097,0,0.030451735,0.068254744,0.607743381,3.484014742,3.723375291,0.607743381,4.216891026,4.581996793,3.558686892,1.091661597,4.754560848,3.236876147,0.802981633,2.195104531,3.464419988,1.122780594,5.040633324,3.572297273,0.607743381,6.480159461
TCGA-AA-3950,0.027239807,0,0,0.056177483,0,0.207900492,0.036384349,0,0.003192359,0,0.031757521,0,0.003610855,0.25206809,0.055938155,0.149374155,0.006322264,0,0,0.123433564,0.002935667,0.04366524,0.624098288,3.838394092,4.492170434,0.624098288,4.583387527,4.990677471,3.723199549,0.833370945,3.457121935,3.380277439,0.850959014,2.727395162,3.1660482,0.624098288,6.227694963,3.459763705,0.624098288,6.190349037
TCGA-AA-3956,0.049334003,0,0.193360551,0.066748689,0,0.241600565,0.041089238,0,0.045952138,0,0.016253577,0,0.018188167,0.047621152,0.059445093,0.083743049,0.065422527,0,0.012220064,0.059021186,0,0,0.540899401,2.825705479,3.350656676,0.540899401,3.890083481,2.990055575,2.985006665,0.540899401,3.151291901,2.694353909,0.729377706,2.014943611,2.369258014,0.627653036,3.55245372,1.811800137,0.540899401,6.734339996
TCGA-AA-3970,0.054324604,0,0.131995905,0.010939997,0,0.267535263,0.095209184,0.001300502,0.012461251,0,0.021593985,0.000572405,0.017877604,0.171290151,0.045085523,0.113576497,0.007214673,0,0.019906752,0,0.029115704,0,0.660863773,3.241203695,2.971372586,0.660863773,3.694749068,3.385893766,3.069433803,0.717230187,3.688183109,2.755648436,0.742135873,3.187713833,2.614943918,0.8680216,5.751314141,2.256608022,0.660863773,6.932615498
TCGA-AA-3973,0.073770757,0,0.011400181,0.066554075,0,0.232119128,0,0.019078694,0.039465233,0,0,0.039083603,0,0.331777646,0.050406361,0.125032988,0.005188082,0,0,0.006123253,0,0,0.700970857,3.304694753,2.7537366,0.700970857,3.181195645,2.42050392,3.309369937,0.700970857,2.771851991,2.016532102,0.700970857,1.989811438,2.219909693,0.744853252,5.261946207,1.973496841,0.700970857,5.929412474
TCGA-AA-3979,0.025395221,0,0.083174361,0.013093968,0,0.178199736,0.165763169,0.010452079,0.008070341,0,0.017009142,0,0,0.180502229,0.047257214,0.14944911,0.000574926,0.006018019,0,0.017940042,0.020621805,0.076478637,0.664654744,3.072123885,1.900189187,0.664654744,2.735846262,2.410530551,2.533987654,0.664654744,2.716209912,1.722662231,0.664654744,1.569918602,1.536828519,0.722639697,2.30301408,1.284925651,0.664654744,6.06174508
TCGA-AA-3980,0.062071419,0,0,0.226819532,0,0.105706564,0.137361408,0.029780951,0.054367357,0.006927336,0,0,0,0.035844008,0.044308986,0.135870927,0.060656188,0,0.020463518,0,0.033873741,0.045948065,0.48813094,2.840214845,3.281104535,0.48813094,3.559728191,3.994324855,2.901384346,0.741627658,4.261388433,2.645869306,0.61659595,1.428151365,2.683442628,0.546597344,4.300055465,2.205007731,0.48813094,6.068476651
TCGA-AA-3982,0.061624879,0,0.013626105,0.095652604,0,0.203421384,0.026526002,0.012770292,0.054707301,0.006543461,0,0.002843171,0,0.089991663,0.074878885,0.219714957,0.095401305,0,0.042297993,0,0,0,0.909730687,3.313387694,3.232234739,0.91189533,4.092674321,3.71893813,3.104510913,0.764021719,3.262816705,3.00168606,0.759700539,1.69674168,3.104101524,0.863187026,5.390926286,2.426092807,0.614432718,6.035603493
TCGA-AA-3984,0.035234146,0,0.031404368,0.076690125,0,0.217803194,0.070423389,0.076120744,0.026500555,0,0.050741379,0,0,0.129748859,0.09034329,0.060393255,0,0.015641981,0,0.116190374,0,0.002764342,0.681750501,3.782200073,3.75820151,0.681750501,4.013532808,3.436301976,3.160139935,0.681750501,3.387459517,2.866741017,0.681750501,2.617729903,2.371763451,0.828620639,4.930323134,1.773095448,0.933866496,6.250175462
TCGA-AA-3986,0.045936432,0,0.090073178,0.149886641,0,0.166130129,0.066992149,0.004546282,0.057348733,0,0.019904857,0.00074463,0,0.128027426,0.113417361,0.10897111,0.017714671,0,0.030306401,0,0,0,0.609468918,3.202039811,3.131285537,0.609468918,3.888967551,3.871844342,3.574816219,0.609468918,3.272849063,2.756184739,0.849863584,1.531036715,3.130280861,1.461633036,6.988391096,2.576677374,0.609468918,6.669862662
TCGA-AA-A004,0.029213624,0,0.029423252,0.187940285,0,0,0,0.023069991,0.244827167,0,0,0.119719762,0,0.276688837,0.021568503,0.056114648,0,0,0.011433931,0,0,0,0.577645739,2.514174006,3.086927586,0.577645739,3.832630334,2.371555768,1.859948178,0.577645739,1.616353156,1.654958478,0.577645739,0.666398242,1.027771352,0.577645739,4.542338611,0.778875765,0.577645739,5.956871597
TCGA-AA-A00D,0,0,0.058148556,0.168202908,0,0.020314656,0.078283681,0.028184515,0.078101598,0,0,0.070295202,0.007383178,0.054759976,0.108257127,0.132531535,0.077178298,0.006801822,0.104855328,0,0,0.006701618,0.632171377,3.650651731,3.908586451,0.632171377,3.703103674,4.230287138,3.969156515,0.685362278,4.422964054,3.184155871,0.781756398,1.77768385,3.174603282,0.848438287,6.445305583,2.804314499,0.632171377,6.294666868
TCGA-AA-A00L,0.065526266,0,0.006064218,0.015109846,0,0.229720883,0.030614959,0.047435342,0.110810977,0,0.08138487,0,0,0.297690059,0.031739034,0,0,0.014236881,0,0.069666664,0,0,0.562653635,2.665469632,2.60733032,0.562653635,2.899844065,1.787936957,2.741684981,0.613538013,2.640738758,1.722758432,0.562653635,1.106423679,1.182399425,0.562653635,2.398816118,0.932784429,0.562653635,6.402945145
TCGA-AA-A00R,0.010432112,0,0,0.259119002,0,0,0.170251301,0.039122266,0.039377291,0,0.078320958,0.062148411,0,0.182518617,0.071040208,0.079305903,0,0.008363932,0,0,0,0,0.643216485,3.704441416,3.931743672,0.643216485,3.642488823,4.645991723,3.94778389,1.309663694,5.133431032,2.758144486,0.643216485,1.551956545,2.860392595,0.688106177,5.262358305,2.250505604,0.643216485,6.640551351
TCGA-AA-A00Z,0.061747934,0,0.128302662,0.015120523,0,0.135254812,0.076769292,0.028613453,0.062633498,0,0,0.011512674,0,0.188684241,0.098855054,0.144131613,0.001619639,0,0.046754606,0,0,0,0.714895746,3.11574404,2.833276072,0.714895746,3.147620562,2.563206004,2.799710425,0.714895746,2.753645858,2.072790015,0.714895746,1.699910533,2.013180789,0.734846196,3.944710667,1.619016788,0.714895746,6.922206483
TCGA-AA-A01P,0.024414641,0,0.090513013,0.231630893,0,0.072555127,0.076301762,0,0.054557498,0,0.051650073,0.001999981,0,0.127964261,0.145977048,0.100064245,0.00338129,0,0,0,0,0.018990169,0.72629899,3.504721221,4.626565705,0.72629899,4.311550481,4.361981419,4.049148672,0.72629899,5.703283932,3.117594898,1.013178718,2.646471076,3.456371102,0.852196241,6.811142236,2.632782496,0.85438929,6.798337457
TCGA-AA-A01Q,0,0,0.026963728,0.17873841,0,0.046320481,0.065896497,0.104096781,0.118218759,0,0.011167495,0.042086578,0.004018339,0.049158203,0.067459599,0.156137231,0.09327663,0,0.035658998,0,0,0.000802272,0.149057454,2.505393423,1.995929421,0.149057454,2.170713421,2.565836137,2.447610789,0.304855924,2.786143663,2.276241679,0.370455574,0.885870287,1.518868747,0.149057454,2.862484938,0.756996465,0.451616793,5.648355491
TCGA-AA-A01R,0.00918278,0,0,0.248723985,0,0.039761548,0.011442178,0.056319639,0.100543159,0,0,0.103815555,0,0.239759325,0.073355508,0.063769512,0.008321844,0,0.045004967,0,0,0,0.677650079,2.705999274,2.258978667,0.677650079,2.568322449,3.612950273,2.742280506,0.763026273,3.148922876,1.731970686,0.677650079,1.447006635,2.033593363,0.677650079,5.253031396,1.382863824,0.677650079,5.855360618
TCGA-AA-A022,0,0,0.082705987,0.442782755,0,0,0.123815346,0.028538077,0.02790783,0,0.060354076,0,0.006367466,0.042316544,0.099281973,0.051971656,0.010408126,0,0.023550163,0,0,0,0.494482135,2.837452108,2.526618957,0.494482135,2.420271209,2.955854054,3.204641215,0.945145797,5.078921564,1.808573733,0.494482135,1.553606176,2.146669391,0.550333671,6.298825898,1.314925324,0.494482135,6.039408868
TCGA-AA-A024,0.020358907,0,0.093372798,0.029233024,0,0.366623651,0,0.037752357,0.092305193,0,0,0.026368591,0,0.193125983,0,0,0.014320693,0,0,0.121246551,0.00529225,0,0.379633222,2.576680813,1.850092829,0.379633222,1.763604757,1.327735095,2.220486359,0.482660126,2.42319611,1.173722311,0.379633222,1.259875665,1.425013563,0.379633222,4.979844686,0.996444831,0.379633222,5.65422961
TCGA-AA-A029,0.029440387,0,0.055288162,0.104637239,0,0.152239154,0,0.053135917,0.122751822,0,0,0.06854672,0,0.21089821,0.032332948,0.083866029,0.030573587,0,0.010973938,0.045315889,0,0,0.65818595,3.328865423,2.738999129,0.65818595,1.923919156,1.668546308,2.098682152,0.65818595,3.034153969,1.264635948,0.771558992,1.001634025,1.334294093,0.65818595,2.868594765,0.934806244,0.65818595,5.639250384
TCGA-AA-A02K,0.00382724,0,0.071794135,0.17726055,0,0.030518788,0.029390512,0.008921865,0.116615789,0,0.056543201,0,0.006780822,0.191404523,0.010333274,0.184593457,0,0.008374123,0,0.038336074,0,0.065305646,0.529402385,2.696457739,2.637315177,0.529402385,2.448538015,1.827300211,2.334052399,0.529402385,2.364310962,1.317835362,0.711123568,1.3930353,1.4482731,0.529402385,2.210766188,0.848880898,0.745841331,5.82133667
